"Defendant.Id","Republican.Judge","Severity.Of.Crime","Months.In.Jail","Recidivates"
4568,1,3,44.4,1
4569,1,1,4.2,0
4570,1,2,35.7,1
4571,0,1,0,0
4572,0,1,0.1,0
4573,0,1,0,0
4574,1,2,32.7,1
4575,0,1,4.7,0
4576,0,2,0,0
4577,0,3,54.9,0
4578,1,1,0.7,0
4579,0,2,9.1,0
4580,1,1,0,0
4581,0,2,17,1
4582,0,1,2.8,0
4583,0,1,0.2,1
4584,1,2,30.6,1
4585,0,2,12.8,1
4586,1,3,45.3,1
4587,1,2,14.2,0
4588,0,3,38.5,1
4589,1,1,0,0
4590,0,1,4.6,0
4591,1,2,25.4,1
4592,1,1,4.9,0
4593,0,2,6.2,0
4594,0,1,1.9,0
4595,1,1,0,0
4596,1,3,0,0
4597,1,2,24,1
4598,0,1,5.5,0
4599,1,3,42.1,0
4600,0,2,13.3,0
4601,1,1,5.1,0
4602,1,1,1.5,0
4603,1,2,26.1,1
4604,1,2,15,1
4605,1,3,49.8,1
4606,1,1,0.4,0
4607,0,2,8,0
4608,1,1,0,0
4609,1,2,29.7,1
4610,1,3,37.3,0
4611,0,1,0,0
4612,0,3,40.1,1
4613,0,2,16.2,0
4614,0,1,3.2,0
4615,0,2,14.6,0
4616,1,2,23.6,1
4617,0,2,0,0
4618,1,1,0.9,0
4619,1,3,38,1
4620,0,3,54.2,0
4621,1,1,3.2,0
4622,0,3,60,1
4623,0,3,53.4,1
4624,1,2,19.9,1
4625,0,3,55.3,1
4626,1,1,4.2,0
4627,1,1,5.4,0
4628,0,3,39.5,1
4629,1,1,4.8,1
4630,1,2,33.4,1
4631,0,2,9.2,0
4632,1,2,22.4,1
4633,0,2,13.5,1
4634,0,2,7.9,0
4635,1,3,55.8,0
4636,0,1,4,0
4637,0,3,43.7,1
4638,0,2,16.7,0
4639,0,1,6,0
4640,0,2,6,0
4641,0,3,47.7,1
4642,0,2,6.1,0
4643,1,3,42,0
4644,0,1,2.5,1
4645,0,2,12.7,1
4646,0,2,17.4,1
4647,0,1,0,0
4648,0,2,9.5,0
4649,0,3,40.4,0
4650,0,2,6.2,0
4651,0,1,0.9,0
4652,1,2,29.7,1
4653,0,1,0,0
4654,0,1,0,0
4655,1,2,18.4,1
4656,1,2,29.6,1
4657,0,3,40.9,1
4658,1,2,13.5,0
4659,0,3,48.5,1
4660,1,2,21.8,1
4661,0,3,0,0
4662,1,2,20.6,1
4663,1,1,2.5,0
4664,0,2,7.6,0
4665,0,1,2.8,1
4666,0,2,14.9,0
4667,1,3,37.5,1
4668,1,3,48.1,1
4669,1,1,3.4,0
4670,0,1,0,0
4671,0,3,51.5,1
4672,0,3,42.2,0
4673,0,2,10.7,1
4674,0,1,1,1
4675,0,2,8.1,0
4676,0,2,14.3,1
4677,1,1,2.5,0
4678,0,3,57.6,1
4679,0,2,0,0
4680,1,2,33.7,1
4681,1,1,4.2,0
4682,1,2,27.5,1
4683,0,3,42.1,1
4684,0,3,49.3,1
4685,1,3,37.4,1
4686,0,1,4.9,1
4687,1,2,13.2,1
4688,1,2,33.8,1
4689,1,1,4.3,0
4690,1,2,0,0
4691,1,1,2.4,0
4692,1,3,40.6,0
4693,1,2,13.3,0
4694,0,3,59.8,0
4695,1,3,0,1
4696,0,1,5.8,0
4697,0,2,12,0
4698,0,3,36.6,0
4699,0,1,2.9,0
4700,0,1,5.1,0
4701,1,3,0,0
4702,1,3,0,0
4703,0,1,0,0
4704,0,2,16.8,1
4705,1,2,22.1,1
4706,0,2,15.7,0
4707,0,1,2.7,0
4708,0,3,48.8,1
4709,0,2,6.2,0
4710,0,2,10.6,0
4711,1,1,0,0
4712,0,1,2.8,0
4713,0,2,6.1,0
4714,1,2,0,0
4715,0,2,8.5,0
4716,0,2,14.9,0
4717,0,3,47.7,1
4718,1,3,47.9,0
4719,1,2,29.8,1
4720,0,3,47.5,0
4721,1,2,15.6,1
4722,1,2,14.7,1
4723,0,1,4.1,1
4724,0,1,0.6,0
4725,0,3,55.7,1
4726,0,1,5.3,0
4727,1,3,0,1
4728,0,3,41.4,1
4729,0,1,0,0
4730,0,3,0,0
4731,0,2,13.1,0
4732,0,3,59.2,1
4733,0,2,17.3,0
4734,0,3,57.9,0
4735,0,2,11.6,0
4736,1,3,0,1
4737,1,1,0,0
4738,0,2,12.8,0
4739,0,2,0,0
4740,0,3,38.2,0
4741,1,3,58.4,0
4742,0,1,0.9,0
4743,0,3,50.5,1
4744,1,2,0,0
4745,1,1,2.1,0
4746,0,2,0,0
4747,1,1,3.3,0
4748,1,3,0,1
4749,1,2,16.9,0
4750,1,3,38.2,1
4751,1,2,0,0
4752,0,3,0,0
4753,1,3,0,1
4754,1,3,0,1
4755,1,2,32.2,1
4756,0,2,0,0
4757,0,3,0,1
4758,0,3,51.4,1
4759,1,1,1.8,0
4760,0,2,12.4,0
4761,0,3,49.1,1
4762,1,3,0,1
4763,1,2,27.7,1
4764,1,3,43.4,1
4765,0,1,3.2,0
4766,1,1,4.7,0
4767,1,2,0,0
4768,1,3,0,1
4769,1,1,2.7,0
4770,1,1,5.8,0
4771,0,3,55.4,1
4772,1,2,34,1
4773,0,3,45.3,0
4774,1,2,26.6,0
4775,0,1,0.5,0
4776,0,1,4.7,0
4777,1,3,0,1
4778,1,1,0,0
4779,1,2,28.2,1
4780,0,2,17.7,1
4781,0,3,47.9,0
4782,0,1,4.2,0
4783,1,3,0,0
4784,1,1,2.1,0
4785,0,3,40.5,1
4786,0,3,36.1,1
4787,0,3,43.6,1
4788,0,2,16.4,0
4789,0,2,6.3,0
4790,0,1,3.1,1
4791,1,2,16.6,0
4792,0,3,57.8,1
4793,0,3,52.6,1
4794,0,3,48,0
4795,1,1,0,0
4796,1,1,0,0
4797,0,3,39.2,1
4798,0,3,38.4,1
4799,0,2,17.9,0
4800,1,3,57.8,0
4801,0,2,14.8,0
4802,1,3,44.8,1
4803,0,2,8.9,0
4804,0,2,15.7,0
4805,0,1,4.4,1
4806,0,2,8.6,0
4807,0,1,3.7,0
4808,1,3,0,0
4809,0,3,57.4,1
4810,0,2,0,0
4811,0,2,0,0
4812,1,3,48,1
4813,0,2,17.9,0
4814,0,1,0.1,0
4815,0,1,0,0
4816,0,1,0.3,0
4817,1,3,44.7,0
4818,0,3,49.8,1
4819,1,2,34.4,1
4820,0,1,4.4,0
4821,0,2,11.9,0
4822,1,1,0.4,0
4823,0,2,0,0
4824,0,3,0,1
4825,0,2,8.7,0
4826,1,1,1.6,0
4827,1,1,3.9,0
4828,1,2,0,0
4829,1,1,0.7,0
4830,0,2,0,0
4831,1,3,0,1
4832,1,2,33.1,1
4833,1,1,5.7,0
4834,0,3,45.8,0
4835,1,1,4.4,0
4836,1,1,5.9,1
4837,1,1,1.9,0
4838,1,1,0,0
4839,1,2,26.4,1
4840,0,1,5,0
4841,1,3,38.7,1
4842,0,3,53.8,0
4843,0,1,0,0
4844,0,1,0,0
4845,1,3,0,1
4846,0,1,2.2,0
4847,1,1,4.8,0
4848,0,1,0,0
4849,1,3,59.3,0
4850,1,2,29.8,1
4851,0,2,16.1,0
4852,1,1,0,0
4853,1,1,2.3,0
4854,1,2,16.4,1
4855,0,2,12.3,0
4856,1,2,28.1,1
4857,1,2,17.5,0
4858,0,1,0,0
4859,1,2,29.5,1
4860,0,2,12.9,0
4861,0,1,2.8,0
4862,1,1,3.8,1
4863,1,2,25.9,0
4864,1,1,2.6,0
4865,0,3,0,0
4866,0,2,9,0
4867,1,3,50.1,1
4868,1,1,0,0
4869,0,3,44.9,1
4870,0,1,2.4,1
4871,1,1,2.2,0
4872,1,2,28.3,1
4873,1,2,22,1
4874,0,1,3.7,0
4875,1,1,5,0
4876,0,2,13.2,0
4877,0,2,13.6,1
4878,1,2,23.2,1
4879,1,2,34.2,1
4880,1,1,0,0
4881,1,1,0.2,0
4882,0,1,0,0
4883,1,3,0,1
4884,0,1,6,0
4885,1,3,52.9,1
4886,0,3,0,0
4887,1,3,0,1
4888,0,1,3.4,0
4889,0,3,0,0
4890,0,3,57.5,1
4891,0,2,6.9,0
4892,0,2,17.1,0
4893,0,3,44.4,0
4894,1,2,18.9,1
4895,0,2,17.1,1
4896,1,1,2,0
4897,1,2,32.3,1
4898,1,1,3.3,0
4899,1,1,0,0
4900,0,3,59.4,1
4901,1,3,54.3,1
4902,0,2,17.2,1
4903,1,3,43.9,0
4904,1,3,0,0
4905,1,3,52.8,1
4906,0,2,13.4,0
4907,0,2,17.1,1
4908,0,1,0.6,1
4909,0,1,5.4,0
4910,0,2,15.5,1
4911,0,2,0,0
4912,1,1,0,0
4913,0,2,0,0
4914,0,1,3.6,1
4915,1,1,0,0
4916,1,2,0,0
4917,0,1,4.7,1
4918,0,2,15.3,0
4919,1,2,20.4,0
4920,1,1,5.3,0
4921,0,2,15.2,1
4922,1,3,0,1
4923,1,1,1.8,0
4924,1,2,28.4,1
4925,1,1,5.1,1
4926,0,2,11.8,0
4927,0,1,0,0
4928,0,2,9.3,0
4929,1,1,0,1
4930,1,2,30.3,1
4931,1,2,0,0
4932,0,3,45.8,0
4933,1,3,47.5,1
4934,0,2,8.7,0
4935,1,3,48.1,1
4936,1,1,0,0
4937,1,3,0,1
4938,1,1,3,0
4939,0,1,4.3,0
4940,1,1,4.6,0
4941,0,2,14.6,0
4942,1,1,0.2,1
4943,1,2,15.9,1
4944,1,2,16.2,0
4945,0,3,43.6,0
4946,1,3,37.9,0
4947,1,3,0,0
4948,0,3,45.6,0
4949,1,1,0.9,0
4950,0,2,6.1,0
4951,1,1,1.9,0
4952,0,3,41.5,0
4953,0,2,0,0
4954,1,3,40.4,1
4955,0,2,0,0
4956,1,1,1.4,1
4957,1,1,4.2,0
4958,1,2,0,0
4959,1,3,57.7,0
4960,1,2,0,0
4961,0,2,15.2,0
4962,1,1,5.1,0
4963,1,3,47.8,1
4964,0,3,56.2,0
4965,1,3,59.6,0
4966,1,2,20,1
4967,1,2,23,1
4968,0,2,10.2,0
4969,0,2,0,0
4970,0,1,0.5,0
4971,0,1,0,1
4972,1,1,0.2,0
4973,1,1,3.1,0
4974,0,2,8.7,0
4975,1,3,50,1
4976,1,1,0.3,0
4977,1,2,33.9,1
4978,1,1,2.7,0
4979,0,1,2.3,0
4980,1,3,0,1
4981,1,1,3.3,0
4982,1,3,48.5,0
4983,0,2,0,0
4984,1,2,24.8,1
4985,1,2,27.9,1
4986,0,1,0.1,0
4987,1,2,25,1
4988,0,1,0.7,1
4989,1,2,26.2,1
4990,1,2,27.5,1
4991,1,3,51.1,1
4992,0,2,0,0
4993,1,1,0,0
4994,1,2,0,0
4995,1,2,32.1,1
4996,1,3,56.4,1
4997,1,3,56.9,1
4998,0,3,0,0
4999,1,3,43.9,0
5000,0,3,0,0
